Account_id,Customer_id,Account_type,Balance,Opened_date
710,2968,Checking,29403.91,08/26/20
711,1856,Checking,31525.33,11/26/21
712,46,Savings,26655.53,01/18/21
713,3309,Savings,35110.05,10/28/21
714,1288,Checking,49499.81,07/20/20
715,3199,Checking,40492.21,04/27/24
716,1051,Checking,45560.34,09/23/24
717,1420,Savings,49230.47,01/03/22
718,2794,Savings,20900.44,02/20/23
719,3068,Checking,7591.59,03/17/23
720,137,Checking,6024.43,03/08/23
721,1,Savings,25796.85,04/15/20
722,1227,Savings,42545.12,07/04/22
723,1126,Checking,25078.83,11/23/23
724,6,Checking,7338.26,11/12/22
725,1373,Savings,7337.98,07/06/20
726,465,Savings,48119.89,07/21/22
727,1659,Checking,23814.05,10/07/20
728,1767,Checking,18427.13,12/08/19
729,1308,Checking,36108.06,01/26/22
730,2801,Checking,43881.18,03/28/21
731,45,Checking,10592.5,08/29/21
732,793,Savings,20489.98,12/14/23
733,368,Checking,3598.8,09/13/20
734,471,Checking,4110.4,09/24/21
735,2140,Checking,32062.75,06/05/24
736,3371,Savings,25059.02,07/08/20
737,3088,Savings,24814.94,04/09/21
738,1140,Savings,15129.74,03/03/24
739,1974,Savings,19087.41,07/16/21
740,943,Savings,41994.56,06/14/23
741,3125,Checking,12461.63,09/03/21
742,3054,Checking,49376.03,12/31/20
743,3031,Checking,15576.92,01/13/23
744,2490,Savings,25138.02,06/29/21
745,1467,Savings,4412.04,08/16/23
746,750,Savings,40521.93,10/28/20
747,1514,Checking,42507.4,11/12/24
748,1530,Savings,31792.75,12/23/19
749,597,Savings,45460.02,11/03/21
750,3394,Savings,49252.98,04/17/24
751,2967,Savings,22863.12,04/25/20
752,1489,Checking,27873.28,05/16/21
753,1325,Savings,49540.99,08/26/24
754,1425,Savings,23218.47,11/26/22
755,374,Checking,14194.63,05/14/23
756,1466,Checking,46974.75,09/15/24
757,1569,Savings,33480.22,06/16/21
758,3376,Checking,43562.56,10/08/22
759,706,Savings,7571.12,05/03/20
760,2956,Savings,1917.6,04/02/21
761,3333,Checking,10052.95,11/23/24
762,835,Checking,16786.69,03/04/22
763,1981,Savings,8926.67,12/01/24
764,1224,Checking,44542.03,02/07/24
765,2950,Checking,23425.98,01/20/23
766,1021,Savings,24595.43,03/10/21
767,2362,Savings,19282.6,02/11/20
768,1466,Checking,39317.42,08/17/20
769,952,Savings,44395.45,02/12/20
770,1032,Savings,21778.27,03/04/21
771,1120,Savings,41087.82,03/24/23
772,2127,Checking,17496.1,12/08/19
773,1724,Checking,11855.59,02/18/24
774,2834,Checking,41321.7,11/10/22
775,388,Savings,37542.73,03/05/24
776,852,Savings,10705.68,10/18/23
777,1407,Checking,6695.36,06/18/20
778,2851,Checking,12928.12,03/02/21
779,414,Checking,36072.29,04/11/21
780,2865,Checking,29401.2,09/24/20
781,331,Checking,14915.84,01/03/21
782,949,Savings,41835.16,08/07/22
783,3154,Savings,8604.95,07/29/23
784,2686,Checking,9661.92,02/04/20
785,2265,Savings,28970.83,04/11/22
786,2016,Savings,34676.87,08/27/20
787,719,Checking,35556.69,10/18/24
788,2690,Checking,35591.32,04/20/21
789,1179,Savings,27608.66,11/12/24
790,1054,Savings,2057.25,07/16/22
791,644,Checking,36037.11,10/20/23
792,3359,Checking,48434.51,06/12/20
793,2989,Savings,2446.74,05/03/21
794,3005,Checking,15935.96,06/30/20
795,2918,Checking,10659.63,06/04/21
796,1373,Savings,5410.9,09/19/20
797,2908,Savings,6109.5,10/19/24
798,2752,Checking,46834.41,10/09/21
799,1637,Checking,36303.98,11/22/20
800,1222,Savings,24423.97,01/01/22
801,1548,Checking,15465.43,10/17/20
802,2971,Checking,34089.99,03/15/24
803,1315,Savings,47477.38,03/27/24
804,594,Checking,17676.85,12/28/21
805,1780,Checking,42168.47,01/09/21
806,611,Checking,43511.3,02/07/23
807,1979,Savings,13550.49,08/25/24
808,2142,Checking,33044.32,12/14/19
809,3385,Checking,30554.69,05/09/22
810,2173,Savings,11522.23,10/01/21
811,375,Savings,23177.51,06/11/24
812,2027,Checking,33973.96,08/06/20
813,3178,Savings,46972.86,08/19/20
814,460,Checking,25546.42,03/12/20
815,1226,Checking,37974.5,09/17/21
816,2077,Savings,43918.6,12/21/22
817,1026,Savings,3628.24,08/03/22
818,3170,Savings,16814.36,02/13/22
819,1423,Checking,35736.9,12/11/19
820,2494,Savings,37485.66,05/23/20
821,3009,Checking,45918.08,12/19/23
822,429,Savings,28995.78,07/25/21
823,3041,Savings,45542.57,12/16/21
824,2260,Savings,24971.51,12/27/20
825,1547,Savings,9535.07,12/08/19
826,598,Checking,9403.58,06/10/20
827,1092,Checking,31847.54,12/30/20
828,2265,Savings,13310.49,01/26/23
829,1155,Checking,49153.23,06/05/24
830,714,Checking,24480.94,10/01/21
831,3006,Checking,13011.51,02/02/21
832,2730,Savings,25026.05,03/10/21
833,1349,Checking,43633.09,03/21/23
834,2262,Savings,7685.61,02/24/23
835,2765,Savings,21081.65,04/19/24
836,3056,Checking,23021.59,01/21/22
837,2216,Savings,12219.44,09/19/21
838,632,Checking,44059.07,03/05/24
839,917,Checking,9924.44,07/12/21
840,2521,Checking,33060.92,12/07/19
841,2991,Checking,20222.2,07/29/22
842,2424,Checking,49266.03,05/21/21
843,8,Savings,17899.28,04/30/21
844,2863,Savings,23650.39,09/18/24
845,36,Checking,30347.84,06/07/21
846,2407,Savings,21744.28,09/01/20
847,2810,Savings,15800.97,08/27/21
848,639,Checking,43045.78,07/31/24
849,2954,Checking,2545.48,09/10/23
850,1948,Savings,14847.09,06/07/23
851,1244,Savings,17100.48,10/19/22
852,21,Savings,5648.61,11/05/24
853,631,Checking,21128.86,07/06/22
854,2452,Checking,3272.71,11/15/23
855,2033,Checking,7229.62,12/14/22
856,3243,Savings,14708.48,07/17/24
857,1755,Savings,1052.66,01/14/20
858,3208,Checking,41686.21,02/25/21
859,2056,Savings,17399.28,12/28/23
860,634,Savings,48819.23,06/10/24
861,2046,Savings,22252.58,10/22/24
862,2812,Checking,10637.41,05/24/24
863,1021,Checking,18691.64,03/03/24
864,3086,Checking,8842.68,12/07/23
865,3295,Checking,25000.66,08/30/20
866,981,Checking,15096.95,05/21/21
867,1625,Checking,43471.88,05/07/20
868,243,Checking,6667.25,05/25/22
869,2193,Checking,23774.67,12/02/19
870,2615,Savings,15759.08,01/10/22
871,87,Savings,23076.55,06/28/24
872,189,Checking,30194.7,08/15/20
873,1913,Checking,27339.01,08/22/24
874,1607,Checking,30702.87,10/14/20
875,2119,Savings,22284.36,08/07/20
876,2877,Savings,1965.47,12/24/21
877,877,Savings,23759.61,08/02/24
878,397,Savings,44578.98,11/23/20
879,1125,Checking,47894.93,11/24/21
880,2270,Checking,1162.54,05/17/24
881,1528,Savings,19554.3,12/18/21
882,399,Savings,32393.45,10/17/20
883,279,Savings,38450.1,03/11/22
884,2555,Savings,25314.46,07/31/24
885,2598,Savings,26367.03,03/23/24
886,999,Savings,2652.81,02/04/20
887,24,Checking,30311.85,10/30/22
888,2903,Savings,26611.02,05/07/22
889,671,Savings,16815.68,04/29/20
890,3086,Checking,43815.21,04/29/22
891,2374,Savings,35937.41,09/17/20
892,176,Checking,39346.1,10/20/22
893,474,Savings,2675.25,08/22/20
894,1664,Checking,23129.56,01/08/23
895,2631,Checking,45276.86,02/15/21
896,3022,Checking,14313.6,11/18/21
897,2853,Checking,13829.78,07/20/22
898,1435,Checking,30842.61,04/15/24
899,968,Checking,26552.57,09/19/22
900,2696,Savings,38258.32,09/12/20
901,1165,Savings,4943.01,06/29/20
902,466,Checking,41027.22,09/24/20
903,1780,Checking,28527.42,07/17/21
904,2618,Checking,32962.32,04/21/24
905,1698,Savings,26554.44,01/20/20
906,887,Checking,36426.01,03/21/24
907,1179,Savings,38847.87,01/29/21
908,1512,Checking,10641.17,03/11/22
909,2640,Checking,37622.1,04/04/21
910,3255,Checking,5976.78,12/22/19
911,3180,Checking,31659.62,05/06/22
912,2061,Checking,35014.86,10/26/24
913,346,Savings,44047.41,02/25/24
914,1368,Checking,13710.29,04/18/22
915,1120,Checking,7581.81,07/03/23
916,2285,Checking,30710.79,09/20/21
917,1469,Checking,49190.28,12/12/22
918,1966,Savings,6127.08,01/07/22
919,795,Checking,3022.4,02/19/21
920,2586,Checking,33047.83,02/18/24
921,2892,Savings,23936.17,06/14/24
922,1421,Savings,34362.68,04/28/21
923,2912,Savings,34619.92,05/27/23
924,607,Checking,22186.32,07/24/22
925,418,Checking,10737.06,12/10/19
926,952,Checking,42628.91,12/07/19
927,334,Savings,49154.23,12/10/22
928,2074,Checking,7160.27,07/10/22
929,2431,Checking,42169.45,06/30/21
930,2322,Savings,45235.78,07/26/23
931,439,Checking,12773.32,07/26/22
932,1711,Checking,26544.31,10/21/21
933,1258,Savings,40903.31,06/29/22
934,629,Checking,8826.28,08/31/22
935,2056,Checking,5538.8,03/09/21
936,1609,Savings,36241.87,01/18/20
937,2147,Checking,37032.57,12/12/22
938,109,Savings,19018.13,03/13/20
939,3343,Savings,47400.43,12/07/23
940,551,Savings,42997.03,03/29/21
941,130,Savings,41059.53,03/13/21
942,2902,Checking,31048.22,11/10/21
943,358,Checking,7076.59,10/17/24
944,829,Savings,26343.95,05/06/20
945,2067,Checking,10273.23,03/26/22
946,3240,Savings,26353.83,02/18/21
947,2462,Savings,6052.23,12/28/23
948,139,Checking,44328.38,03/17/21
949,1539,Checking,15014.75,07/08/22
950,2737,Savings,32941.74,10/10/22
951,504,Checking,21909.21,01/27/24
952,136,Savings,48596.77,10/25/23
953,2110,Savings,11478.94,03/04/21
954,2429,Savings,43221.32,09/08/21
955,2915,Savings,2807.28,10/28/24
956,3379,Savings,4197.17,09/30/20
957,201,Checking,26572.49,07/14/21
958,2606,Savings,40148.26,07/26/20
959,456,Checking,21392.57,12/20/23
960,2345,Savings,36505.74,01/29/21
961,2749,Checking,36322.73,06/06/24
962,3324,Checking,16546.77,04/09/23
963,1378,Checking,18104.07,02/21/21
964,1999,Checking,42243.65,04/14/20
965,2234,Savings,12110.86,06/30/20
966,2062,Savings,43318.1,06/20/21
967,571,Savings,22807.15,02/18/22
968,817,Checking,13151.51,05/05/24
969,3118,Checking,10204.71,08/01/20
970,353,Checking,48528.16,05/05/23
971,2591,Savings,30007.31,09/24/22
972,3323,Savings,29544.04,11/16/23
973,2860,Savings,41010.92,04/18/24
974,910,Checking,47512.44,08/22/22
975,2916,Savings,43016.87,08/07/24
976,2597,Savings,38122.18,09/13/20
977,2493,Checking,4430.85,05/02/20
978,2324,Checking,18060.58,04/16/22
979,1914,Checking,2747.1,06/20/21
980,1062,Checking,19599.11,11/08/20
981,2482,Savings,19830.74,05/23/23
982,558,Savings,17108.88,07/04/22
983,2526,Checking,36022.22,07/14/22
984,702,Savings,28227.73,07/08/23
985,427,Savings,40071.51,07/13/24
986,3325,Checking,44019.35,01/18/21
987,2718,Savings,36224.38,09/02/22
988,1664,Savings,28544.69,01/03/20
989,831,Savings,37214.69,07/12/21
990,1947,Savings,30576.64,03/05/20
991,3091,Savings,35516.4,10/25/23
992,449,Checking,38792.71,01/08/20
993,1988,Checking,28486.35,10/31/20
994,2637,Savings,2062.71,02/07/20
995,1237,Savings,33130.89,04/13/21
996,1720,Savings,28909.96,09/06/22
997,2534,Savings,43341.12,01/08/22
998,670,Savings,43410.56,03/25/20
999,760,Savings,35486.96,11/26/23
1000,1873,Savings,15025.5,03/25/22
1001,855,Savings,35971.11,03/28/21
1002,268,Savings,24596.32,01/13/21
1003,1336,Savings,5021.47,11/03/22
1004,730,Checking,37924.84,01/10/24
1005,2889,Checking,1557.84,03/26/20
1006,1882,Checking,8402.67,11/04/24
1007,2035,Checking,26353.81,05/23/22
1008,952,Savings,26694.65,08/05/22
1009,1345,Checking,27198.62,06/15/24
1010,1509,Savings,40678.76,03/09/24
1011,253,Checking,33835.46,10/29/23
1012,2713,Savings,17906.48,04/29/20
1013,2232,Savings,44817.11,02/16/22
1014,2220,Checking,44833.51,10/02/20
1015,3275,Checking,27784.77,02/26/22
1016,1484,Checking,35456.59,09/23/20
1017,1333,Savings,15868.89,01/29/23
1018,1289,Checking,15679.04,08/29/24
1019,3113,Savings,14821.27,03/02/23
1020,2684,Checking,2021.9,09/18/22
1021,1622,Checking,15656.8,08/11/21
1022,25,Checking,35872.74,04/21/24
1023,1039,Savings,15222.59,06/19/23
1024,2928,Savings,17030.06,12/03/20
1025,2738,Savings,13779.87,04/11/20
1026,1374,Checking,32078.24,03/01/21
1027,2826,Savings,11298.11,12/18/21
1028,2324,Checking,3491.27,10/13/23
1029,658,Savings,36528.11,11/24/24
1030,1522,Savings,47788.19,01/02/21
1031,121,Checking,20004.8,09/20/20
1032,1336,Checking,14575.98,12/01/24
1033,69,Savings,33497.32,04/28/20
1034,2515,Savings,36894.72,01/16/21
1035,2825,Savings,20005.63,05/09/24
1036,3209,Savings,28320.87,07/24/22
1037,1902,Savings,19416.87,10/16/23
1038,285,Checking,39042.74,09/03/22
1039,2134,Checking,4502.8,08/29/20
1040,1931,Savings,38869.28,11/02/24
1041,1270,Savings,42805.44,09/12/22
1042,2105,Checking,24435.99,07/22/23
1043,850,Savings,7038.79,01/27/23
1044,532,Savings,44054.39,02/01/21
1045,919,Checking,49011.96,09/18/20
1046,2554,Savings,39329.9,12/11/19
1047,381,Savings,29514.53,11/01/23
1048,2874,Checking,11997.08,03/07/23
1049,1565,Savings,40210.01,11/19/23
1050,1428,Savings,45466.12,05/05/20
1051,1264,Checking,13720.64,07/11/22
1052,2832,Savings,23903.44,04/06/20
1053,1437,Checking,20585.25,11/22/23
1054,1135,Savings,40136.01,03/10/21
1055,3152,Checking,4686.78,05/01/21
1056,2424,Checking,43384.75,01/01/21
1057,930,Checking,38074.88,11/20/23
1058,3332,Checking,17105.93,10/13/20
1059,1605,Savings,42140.38,07/13/24
1060,921,Checking,40734.33,05/26/21
1061,2202,Savings,26221.72,11/07/24
1062,272,Savings,33505.25,04/04/20
1063,1244,Savings,32924.93,05/18/24
1064,45,Checking,42152.75,06/13/24
1065,609,Checking,40020.91,10/11/24
1066,1296,Checking,10568.35,03/11/24
1067,1884,Savings,31482.31,01/14/22
1068,694,Savings,45419.4,06/11/24
1069,275,Savings,41179.53,09/10/20
1070,1978,Savings,2343.01,07/14/23
1071,1767,Savings,9513.45,12/27/19
1072,2723,Savings,31316.07,03/19/20
1073,1278,Checking,6243.84,12/28/20
1074,2610,Checking,9258.61,09/14/24
1075,1932,Checking,24863.05,05/28/21
1076,3069,Checking,43408.25,01/08/20
1077,3172,Checking,18456.15,04/15/24
1078,1231,Savings,6113.31,01/22/22
1079,521,Savings,5433.32,05/01/22
1080,1145,Savings,11226.37,03/10/24
1081,720,Checking,12302.25,08/31/24
1082,344,Checking,6906.39,09/11/23
1083,2967,Checking,18271.27,08/15/24
1084,2728,Checking,29416.17,05/29/21
1085,1557,Savings,44344.95,06/27/22
1086,586,Savings,3260.99,12/21/20
1087,268,Checking,39858.34,04/13/20
1088,3013,Savings,40353.44,12/23/21
1089,2452,Savings,8176.85,06/19/22
1090,437,Checking,15072.31,03/11/20
1091,3164,Checking,5535.42,11/28/22
1092,1233,Savings,1381.93,03/31/24
1093,2939,Checking,22398.51,08/23/23
1094,903,Checking,41119.9,09/04/21
1095,2844,Checking,2675.32,10/04/22
1096,1391,Savings,34760.11,06/16/21
1097,3342,Checking,28490.86,12/12/22
1098,3028,Savings,21505.17,09/02/20
1099,492,Savings,7951.46,08/02/22
1100,2542,Savings,17323.91,07/12/20
1101,2248,Checking,38423.5,10/13/21
1102,774,Checking,14077.39,08/01/22
1103,2798,Checking,38865.66,04/02/24
1104,2795,Checking,7650.24,12/14/23
1105,794,Savings,39254.86,05/31/24
1106,144,Savings,35290.42,12/26/21
1107,148,Checking,39225.25,06/18/23
1108,1473,Savings,44503.11,02/29/24
1109,300,Savings,37738.55,01/06/22
1110,1355,Savings,45811.57,11/17/20
1111,1131,Checking,16496.06,06/11/20
1112,603,Checking,33517.28,03/05/20
1113,342,Checking,41873.19,08/15/22
1114,2106,Checking,15651.11,05/03/24
1115,307,Checking,38188.18,01/08/21
1116,2975,Savings,3096.46,06/10/21
1117,1222,Checking,32995.08,10/02/23
1118,42,Savings,29870.65,01/22/24
1119,547,Checking,44426.42,10/12/23
1120,1560,Checking,18594.51,02/01/20
1121,3274,Savings,26484.67,01/14/22
1122,294,Savings,23641.45,05/05/24
1123,2511,Checking,25377.53,04/19/22
1124,3190,Checking,16050.93,01/13/24
1125,441,Checking,26561.53,05/07/21
1126,1210,Checking,24298.45,06/21/23
1127,2725,Checking,7595.37,04/08/20
1128,1507,Checking,1256.61,04/15/20
1129,1326,Savings,35175.62,02/06/22
1130,2038,Checking,38801.87,08/05/20
1131,2095,Savings,4578.87,11/14/21
1132,386,Checking,7335.29,12/17/19
1133,1779,Savings,46926,02/19/21
1134,2022,Checking,33879.48,06/10/21
1135,914,Savings,15773.35,06/21/24
1136,60,Checking,42658.82,09/13/21
1137,766,Checking,14974.6,12/28/20
1138,33,Checking,12917.92,02/24/22
1139,2718,Savings,5881.57,06/01/22
1140,711,Savings,36143.67,07/01/23
1141,736,Savings,49775.31,08/05/21
1142,1249,Savings,7478.6,02/24/21
1143,1020,Savings,18573.09,02/23/20
1144,23,Checking,28919.64,02/03/24
1145,2897,Savings,28508.2,10/15/22
1146,3368,Savings,11146.47,04/02/21
1147,2440,Savings,25191.67,05/27/22
1148,2373,Savings,48383.18,08/07/21
1149,1749,Savings,16718.68,02/17/20
1150,2536,Savings,40572.16,09/02/23
1151,3353,Checking,2147.76,12/18/20
1152,242,Checking,16415.66,09/17/22
1153,2992,Savings,1549.1,03/10/24
1154,3261,Checking,17354.63,08/17/21
1155,721,Savings,41548.47,07/08/24
1156,2213,Savings,38082.8,09/06/21
1157,1223,Checking,47721.04,06/03/24
1158,1633,Checking,36289.31,10/30/20
1159,514,Checking,38893.53,07/03/20
1160,1668,Savings,12911.5,09/28/22
1161,700,Savings,16474.11,07/22/23
1162,2845,Checking,49663.38,02/17/20
1163,1261,Checking,9555.98,07/08/24
1164,1152,Checking,22702.53,11/21/24
1165,1001,Savings,4301.95,06/13/20
1166,414,Checking,36614.22,07/27/20
1167,2207,Checking,18824.66,10/03/20
1168,1748,Savings,19687.95,07/16/20
1169,2242,Savings,3144.99,06/09/24
1170,1482,Checking,29691.42,11/11/23
1171,3354,Savings,35338.68,09/13/24
1172,360,Savings,19502.71,01/19/22
1173,568,Checking,31944.64,10/17/21
1174,1690,Savings,47534.61,07/02/23
1175,1786,Checking,31459.57,05/25/21
1176,799,Checking,44393.53,03/19/24
1177,353,Savings,43526.32,04/22/20
1178,3106,Checking,30761.06,12/01/22
1179,107,Checking,4599.29,10/12/21
1180,3296,Savings,36879.85,09/21/23
1181,2536,Savings,27164.44,03/19/23
1182,2468,Savings,12935.07,11/20/20
1183,716,Checking,29749.32,04/09/21
1184,2067,Checking,13562.82,07/14/23
1185,1392,Savings,28645.68,05/19/21
1186,2053,Savings,10551.13,03/27/24
1187,1446,Checking,8883.7,01/08/23
1188,3365,Checking,16568.81,03/12/22
1189,2701,Checking,23361.06,04/15/23
1190,3041,Savings,26649.37,07/23/20
1191,2806,Checking,20579.26,10/11/22
1192,790,Savings,9670.64,07/13/24
1193,2530,Savings,34142.24,01/18/23
1194,2923,Savings,39910.48,10/05/21
1195,1038,Savings,42258.8,01/31/23
1196,2316,Savings,29531.18,07/24/20
1197,2360,Savings,14644.41,07/26/20
1198,1343,Savings,21972.35,02/23/23
1199,3255,Checking,32627.47,10/11/22
1200,2982,Checking,31719.12,10/01/20
1201,1346,Checking,7793.13,07/29/21
1202,1756,Savings,18141.87,08/14/23
1203,1491,Checking,10545.6,04/05/21
1204,3188,Savings,12597.29,01/03/23
1205,2873,Savings,44429.09,02/18/20
1206,998,Checking,44445.24,06/19/21
1207,1015,Savings,47164.78,06/27/22
1208,619,Savings,42461.41,10/13/20
1209,293,Checking,46659.57,09/01/23
1210,763,Checking,45153.02,09/29/24
1211,2061,Savings,48053.53,09/02/22
1212,408,Savings,5080.88,09/03/21
1213,146,Checking,40737.41,08/14/20
1214,2939,Savings,30203.33,06/10/22
1215,485,Checking,46339.62,08/31/22
1216,262,Checking,28725.9,04/08/22
1217,2901,Checking,6117.83,07/15/23
1218,3364,Checking,32601.06,08/28/23
1219,2542,Checking,10613.51,05/14/21
1220,1290,Checking,27583.57,05/20/22
1221,548,Checking,10977.95,01/06/24
1222,2349,Savings,25577.64,04/13/23
1223,2873,Savings,4021.08,01/14/21
1224,2836,Savings,16517.56,11/14/23
1225,1265,Savings,34564.52,08/24/24
1226,2549,Savings,29823.06,11/22/21
1227,2421,Savings,12760.71,05/10/22
1228,1938,Checking,48775.89,04/16/24
1229,2610,Savings,46358.59,08/13/21
1230,1055,Checking,5870.17,05/28/23
1231,774,Savings,14567.39,04/06/23
1232,3170,Checking,47627.39,12/16/22
1233,1961,Checking,33800.43,11/20/23
1234,1641,Checking,37177.84,01/30/20
1235,2145,Savings,22531.81,06/28/22
1236,1322,Checking,35589.2,07/22/23
1237,3283,Checking,18559.74,05/27/23
1238,2335,Savings,24301.64,04/02/24
1239,380,Checking,42897.12,03/25/20
1240,1072,Savings,21412.91,03/30/23
1241,144,Savings,6368.81,09/04/22
1242,732,Checking,24190.25,04/19/24
1243,3115,Savings,30373.1,08/17/22
1244,3340,Checking,18364.48,03/23/21
1245,1912,Checking,40217.64,03/20/23
1246,2680,Savings,11051.45,12/24/20
1247,2006,Savings,22245.4,04/27/22
1248,1724,Savings,27038.4,01/15/21
1249,2579,Checking,1593.21,12/04/19
1250,904,Savings,46426.34,02/07/24
1251,1895,Savings,44942.99,07/10/22
1252,1756,Checking,23759.5,09/23/24
1253,1184,Savings,9842.8,05/26/24
1254,471,Savings,2743.48,11/20/21
1255,2265,Savings,26963.47,08/23/20
1256,212,Checking,21545.09,02/01/23
1257,3185,Savings,25662.66,11/28/23
1258,1997,Checking,42901.93,12/09/20
1259,1267,Checking,2697.11,10/25/23
1260,1165,Checking,17165.86,09/08/22
1261,912,Checking,36744.41,06/08/21
1262,1319,Checking,6497.64,06/09/20
1263,2837,Savings,24551.78,09/28/20
1264,1940,Savings,25947.98,12/23/20
1265,2066,Savings,34841.48,07/07/20
1266,1568,Savings,11079.64,03/16/23
1267,2769,Checking,37637.76,04/28/24
1268,423,Checking,14962.48,01/26/21
1269,665,Savings,20697.81,07/26/23
1270,27,Checking,36339.55,03/09/20
1271,174,Savings,29317.11,06/02/22
1272,898,Checking,44506.37,04/27/21
1273,333,Checking,20276.39,05/22/24
1274,2809,Savings,23608.36,04/19/21
1275,2101,Checking,43520.52,01/10/22
1276,2206,Checking,6595.45,05/27/20
1277,2496,Checking,21089.34,06/30/23
1278,1046,Savings,14248.03,01/09/23
1279,2615,Savings,35529.68,01/18/24
1280,2377,Savings,35296.26,07/26/23
1281,376,Savings,21587.64,05/11/22
1282,1630,Savings,19958.85,05/01/21
1283,2315,Checking,40051.11,12/17/19
1284,761,Savings,2714.26,08/14/20
1285,3009,Savings,5600.81,05/05/22
1286,2051,Savings,40266.02,02/14/21
1287,1510,Checking,42369.71,03/20/20
1288,853,Checking,45145.15,06/08/22
1289,1854,Savings,13278.87,10/09/24
1290,1369,Checking,28143.28,03/17/21
1291,737,Savings,34586.32,02/09/21
1292,400,Savings,35155.58,05/23/24
1293,2891,Checking,6329.28,10/19/20
1294,3204,Savings,29887.82,03/15/21
1295,1537,Savings,8795.12,11/22/21
1296,1705,Savings,26388.11,08/04/20
1297,2318,Savings,44116.04,06/19/20
1298,1504,Savings,37078.83,08/13/22
1299,3054,Savings,13083.7,12/24/21
1300,748,Checking,29391.98,11/29/23
1301,2682,Checking,48076.09,10/16/23
1302,2582,Savings,1557.8,12/20/21
1303,1697,Checking,49790.56,04/21/22
1304,1856,Checking,45878.93,07/10/22
1305,3005,Checking,38830.64,02/23/20
1306,1017,Checking,8305.45,12/03/21
1307,1462,Savings,41881.86,11/01/20
1308,3115,Savings,45679.53,05/06/23
1309,1991,Savings,1246.21,08/03/23
1310,1239,Checking,21808.49,07/30/24
1311,182,Savings,2188.61,08/22/23
1312,2132,Checking,21974.46,09/12/20
1313,1124,Savings,32111.06,05/06/21
1314,2475,Checking,29231.58,03/13/21
1315,2029,Savings,48496.19,11/30/21
1316,450,Checking,12932.57,07/31/21
1317,3298,Savings,36268.5,11/11/20
1318,3234,Checking,15997.14,08/25/22
1319,2725,Savings,46574.82,08/10/22
1320,3041,Savings,5378.47,08/29/20
1321,3320,Savings,32796.75,07/31/21
1322,1273,Savings,13223.07,11/20/21
1323,2623,Checking,17856.94,04/13/21
1324,2413,Savings,16756.38,07/05/22
1325,1779,Checking,19790.98,04/24/21
1326,2321,Savings,47300.86,04/14/21
1327,2419,Checking,41749.79,08/07/22
1328,1271,Savings,7730.48,08/13/22
1329,1306,Savings,27079.79,09/01/21
1330,916,Savings,19929.26,06/10/20
1331,1106,Savings,28859.19,10/06/20
1332,2020,Checking,28045.22,12/08/23
1333,1894,Checking,5817.82,01/21/21
1334,1693,Checking,17957.78,10/17/22
1335,244,Savings,48946.69,03/30/24
1336,567,Checking,29023.38,05/17/21
1337,3158,Savings,38893.66,11/17/22
1338,2320,Checking,8583.25,06/14/23
1339,1199,Savings,29484.68,03/16/22
1340,3189,Savings,40631.14,09/01/20
1341,2013,Checking,34005.19,11/12/24
1342,640,Savings,25869.45,11/05/24
1343,2687,Checking,35281.66,06/07/24
1344,2662,Checking,29208.68,10/04/24
1345,2025,Savings,10134.01,01/01/24
1346,130,Checking,7620.42,10/15/23
1347,1435,Savings,18985.25,02/18/22
1348,662,Checking,49461.71,04/03/24
1349,816,Checking,22434.64,02/14/23
1350,1741,Checking,6714.09,05/02/23
1351,535,Checking,43184.78,02/05/22
1352,39,Savings,2958.06,08/24/21
1353,43,Savings,12318.39,01/08/20
1354,1998,Savings,44487.91,11/12/22
1355,2877,Savings,42741.5,11/05/21
1356,120,Savings,24600.22,01/11/22
1357,377,Checking,12969.68,10/28/23
1358,2261,Savings,47669.09,04/12/20
1359,841,Savings,16994.51,02/20/20
1360,624,Savings,26015.62,07/31/23
1361,3252,Checking,35506.04,06/16/23
1362,310,Checking,9280.44,06/14/24
1363,890,Savings,9308.73,04/15/24
1364,1836,Checking,37375.89,04/15/21
1365,584,Checking,5610.06,04/12/21
1366,135,Checking,21989.01,12/07/20
1367,569,Savings,5091.86,07/02/22
1368,2345,Savings,12026.23,02/28/21
1369,2221,Checking,42811.24,05/02/20
1370,1135,Savings,8727.22,07/15/24
1371,3054,Checking,26377.65,09/08/22
1372,296,Savings,2010.37,07/23/23
1373,947,Savings,20804.76,07/22/22
1374,345,Savings,38767.62,05/28/23
1375,3274,Checking,47374.47,09/08/22
1376,109,Checking,8558.82,06/03/21
1377,115,Savings,43766.15,11/03/23
1378,2634,Savings,31876.81,12/19/19
1379,2832,Savings,42863.47,06/29/24
1380,3169,Checking,13003.83,01/11/20
1381,750,Savings,20328.11,11/29/23
1382,534,Checking,42066.78,08/18/20
1383,2340,Checking,1017.22,06/09/21
1384,2998,Savings,28548.08,02/13/22
1385,2813,Savings,17536.48,07/11/21
1386,3310,Savings,18621.07,01/12/23
1387,352,Checking,12895.93,10/20/22
1388,3369,Savings,6553.07,08/31/24
1389,1860,Checking,5377.38,09/16/21
1390,66,Savings,17551.95,03/13/23
1391,2229,Savings,30740.1,11/02/23
1392,1967,Savings,20450.03,12/28/20
1393,401,Savings,36637.46,03/24/20
1394,2047,Savings,43573.52,11/08/24
1395,1946,Savings,43612.31,02/25/20
1396,3181,Checking,18273.21,02/22/23
1397,1059,Savings,2940.58,04/18/24
1398,3281,Savings,19546.67,03/02/24
